,4
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,1.0
arabic-sk3gram,0.9992193522634221
arabic-xsk2gram,1.0
arabic-xsk3gram,1.0
english-1gram,0.5623521431639266
english-2gram,0.0
english-3gram,0.0
english-sk2gram,0.4385475186836234
english-sk3gram,0.45050930346232587
english-xsk2gram,0.47060781349941566
english-xsk3gram,0.3275806900157764
french-1gram,0.9153029538735248
french-2gram,0.0
french-3gram,0.21304354666518666
french-sk2gram,0.2906701870401846
french-sk3gram,0.0
french-xsk2gram,0.23807057999237627
french-xsk3gram,0.5465716823271977
finnish-1gram,0.7607131140324478
finnish-2gram,0.7058513383231652
finnish-3gram,0.6059881471085061
finnish-sk2gram,0.7772981231472378
finnish-sk3gram,0.8328382135016406
finnish-xsk2gram,0.8380020931044665
finnish-xsk3gram,0.8615006805519793
german-1gram,0.9231087330103199
german-2gram,0.21064720903933995
german-3gram,0.38936032336230103
german-sk2gram,0.7363251151497943
german-sk3gram,0.6861204443862167
german-xsk2gram,0.655740021350347
german-xsk3gram,0.8163867957157049
greek-1gram,1.0
greek-2gram,1.0
greek-3gram,1.0
greek-sk2gram,1.0
greek-sk3gram,1.0
greek-xsk2gram,0.9580398899692982
greek-xsk3gram,0.8685109212859273
hebrew-1gram,1.0
hebrew-2gram,1.0
hebrew-3gram,1.0
hebrew-sk2gram,1.0
hebrew-sk3gram,1.0
hebrew-xsk2gram,1.0
hebrew-xsk3gram,1.0
icelandic-1gram,0.5568842918587952
icelandic-2gram,0.5971035924211909
icelandic-3gram,0.6924542465395022
icelandic-sk2gram,1.0
icelandic-sk3gram,0.6961041772425313
icelandic-xsk2gram,0.6116761364780948
icelandic-xsk3gram,0.9571960900067674
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.9602716235764723
russian-sk3gram,0.9632440877944698
russian-xsk2gram,1.0
russian-xsk3gram,0.997550902895812
turkish-1gram,0.8598355382616829
turkish-2gram,0.6379076838560228
turkish-3gram,0.8411872735380996
turkish-sk2gram,0.8052715742646415
turkish-sk3gram,0.6035366117423624
turkish-xsk2gram,1.0
turkish-xsk3gram,0.760715766296234
