,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9956235763820399,1.0,1.0
english,0.3129872088565305,0.33083195411115857,0.32182979486854324,0.34713322337742497,0.28746980517767234,0.3404904337395845,0.38262450556940897
french,0.3370090324897571,0.36469527273565416,0.3138190422340291,0.3881960209689825,0.34889503456749976,0.32142857142857145,0.3417769834104369
finnish,0.45109072679999423,0.38658975142350804,0.506135466589146,0.45676413640751706,0.713305165272381,0.5024856153199649,0.5257892269435285
german,0.33743455608490214,0.6236095644623235,0.3958627532614517,0.48588897342606013,0.5931710140017395,0.4787937292144976,0.48924113514757056
greek,1.0,1.0,1.0,1.0,1.0,0.7595545253127499,0.9517305356553272
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6893533161752142,0.48449045459759715,0.5402491356807732,0.6650758366266898,0.38755982317672627,0.8944271909999159,0.5
russian,1.0,1.0,1.0,1.0,0.8960776018554231,0.9936907887506046,0.5310850045437944
turkish,0.6962844688551868,0.5013513924787978,0.3667895292933844,0.5731205399256526,0.41860705088587935,0.3630538292730216,0.4832027046195734
