,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
french,0.2,0.16666666666666666,0.5,0.0,0.0,0.0,0.0
finnish,0.5714285714285714,0.5,1.0,1.0,0.6,0.0,0.75
german,0.14285714285714285,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.8333333333333334,0.75,0.0,1.0,0.75,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
turkish,0.6,0.25,1.0,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.5
