,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.625,0.16666666666666666,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
french,0.5,0.0,0.14285714285714285,0.0,0.4,0.375,0.3333333333333333
finnish,0.7777777777777778,0.5,0.625,1.0,0.5714285714285714,0.5714285714285714,0.75
german,0.6666666666666666,0.14285714285714285,0.5,1.0,0.2222222222222222,0.6666666666666666,0.5
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5555555555555556,0.3333333333333333,0.7142857142857143,1.0,1.0,0.6666666666666666,0.8571428571428571
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
turkish,0.9,0.5,0.3333333333333333,0.0,0.7142857142857143,1.0,0.75
