,12
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,0.9944424426772309
arabic-sk3gram,1.0
arabic-xsk2gram,1.0
arabic-xsk3gram,0.9989711879709193
english-1gram,0.0
english-2gram,0.29106592777330487
english-3gram,0.0
english-sk2gram,0.0
english-sk3gram,0.0
english-xsk2gram,0.0
english-xsk3gram,0.29472497972697154
french-1gram,0.3668398108792194
french-2gram,0.25581735348922324
french-3gram,0.4475840715318341
french-sk2gram,0.0
french-sk3gram,0.0
french-xsk2gram,0.29284979678918593
french-xsk3gram,0.0
finnish-1gram,0.0
finnish-2gram,0.30851130454889736
finnish-3gram,0.5092886769630228
finnish-sk2gram,0.23437788439173388
finnish-sk3gram,0.2989141307327769
finnish-xsk2gram,0.605756051955102
finnish-xsk3gram,0.47769631518081473
german-1gram,0.0
german-2gram,0.3906710103435606
german-3gram,0.5
german-sk2gram,0.48914575079237094
german-sk3gram,0.2926390284108999
german-xsk2gram,1.0
german-xsk3gram,0.8106060606060606
greek-1gram,1.0
greek-2gram,1.0
greek-3gram,1.0
greek-sk2gram,1.0
greek-sk3gram,0.9874160722220555
greek-xsk2gram,0.9487973667069691
greek-xsk3gram,0.9502921698783021
hebrew-1gram,1.0
hebrew-2gram,1.0
hebrew-3gram,1.0
hebrew-sk2gram,1.0
hebrew-sk3gram,1.0
hebrew-xsk2gram,1.0
hebrew-xsk3gram,1.0
icelandic-1gram,0.37717484240170307
icelandic-2gram,0.988235294117647
icelandic-3gram,0.3782572656431306
icelandic-sk2gram,0.36786103277929844
icelandic-sk3gram,0.9056603773584906
icelandic-xsk2gram,0.4911131479258892
icelandic-xsk3gram,0.8657718120805369
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.9329837710411976
russian-sk3gram,0.997849435842758
russian-xsk2gram,0.9950245471983243
russian-xsk3gram,0.5644671975236407
turkish-1gram,0.9472218138455921
turkish-2gram,0.7850467289719627
turkish-3gram,0.6438988182878671
turkish-sk2gram,1.0
turkish-sk3gram,0.4829900449515023
turkish-xsk2gram,0.4861872582520506
turkish-xsk3gram,0.47335675730635673
