,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,1.0
english,1.0,0.7666619871726468,0.7671271093855297,0.7410476471061223,0.7413658483910446
french,1.0,0.8414886887046912,0.8460184925051899,0.7709501904707756,0.7176280556181073
german,1.0,0.7838574073995845,0.7907675900236607,0.8383521639655007,0.808724924051703
russian,1.0,1.0,1.0,1.0,1.0
