,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,0.9166666666666666,1.0,0.5454545454545454,0.75,0.4
english,1.0,0.9,0.8181818181818182,0.7777777777777778,0.4,0.6,0.42857142857142855
french,1.0,1.0,0.7142857142857143,1.0,0.5,0.5,1.0
german,1.0,1.0,0.8888888888888888,0.8333333333333334,0.75,0.7142857142857143,0.5
russian,1.0,0.8888888888888888,1.0,0.9090909090909091,0.5714285714285714,1.0,0.7142857142857143
