,8
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,0.998849191054198
arabic-sk3gram,1.0
arabic-xsk2gram,1.0
arabic-xsk3gram,1.0
english-1gram,0.43154395878419444
english-2gram,0.5250139255919885
english-3gram,0.6625025742725318
english-sk2gram,0.5585958214668976
english-sk3gram,0.5126218879883883
english-xsk2gram,0.753638975206422
english-xsk3gram,0.6243580743419556
french-1gram,0.6121857224193494
french-2gram,0.4935729910422157
french-3gram,0.6283612325321704
french-sk2gram,0.6602503948105495
french-sk3gram,0.6070673051348313
french-xsk2gram,0.7183289200952361
french-xsk3gram,0.6376854810563224
german-1gram,0.710477521649749
german-2gram,0.632910483316643
german-3gram,0.7122839376819695
german-sk2gram,0.7352337963625962
german-sk3gram,0.6745007149155984
german-xsk2gram,0.677817182834479
german-xsk3gram,0.5998351108407478
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,1.0
russian-sk3gram,0.9608128826185397
russian-xsk2gram,0.9541853889039055
russian-xsk3gram,0.9767419655387709
