,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.7272727272727273,0.6923076923076923,0.7272727272727273,0.8181818181818182,0.4,0.6666666666666666,0.6666666666666666
french,0.75,0.4,0.7777777777777778,0.5,0.6,0.5833333333333334,0.7142857142857143
german,0.5,0.6666666666666666,0.75,0.8888888888888888,0.7142857142857143,0.7272727272727273,0.5
russian,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571
