,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,0.9969040247678018,1.0
english,0.41692343383809305,0.576271186440678,0.3323201621073962,,0.3431578947368421
french,,0.3489583333333333,,0.6153846153846154,
german,0.4085733515246132,0.327445652173913,,0.34249471458773784,
russian,1.0,1.0,1.0,1.0,1.0
