,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9919996572682693,0.858374218932557,0.991560426928271
english,0.4445698525097307,0.33749728844474014,0.35135135135135137,0.44107739547378844,0.36688080543273627,0.3333333333333333,0.4071674325919869
french,0.3825885982489379,0.3184257800435711,0.5384084462172127,0.3421596505254699,0.36416107170107725,0.3503326103411541,0.37748193557540316
finnish,0.45226701686664544,0.4524955731440682,0.7352681489769491,0.5327099096301232,0.45894816892712503,0.6310546128127241,0.4997818021916705
german,0.5439464428888784,0.3152108483997567,0.3834049422703349,0.48109772909788073,0.4650949367772544,0.5035212427755188,0.4428500142691474
greek,1.0,1.0,1.0,1.0,0.9564655913861946,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.47253347615827834,0.5494778026338878,0.3231841362046876,0.48835934193058694,0.4366835442847812,0.7071067811865476,1.0
russian,1.0,1.0,1.0,0.9770504506623949,0.9891876008018718,1.0,0.9265720057906989
spanish,0.3084840677560138,0.40201512610368484,0.42221957457541404,0.3981935373846922,0.5501034142180916,0.6559965570884768,0.47146273684904677
swahili,0.4070015125825756,0.36704871429161584,0.3531531270582091,0.5884307860887646,0.3805173441345125,0.4275676597635043,0.4123511805724994
turkish,0.7544848928335056,0.4682314148281272,0.7385489458759964,0.40684773359074544,0.6586337560083495,0.4680926207766303,1.0
