,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.8441208798441101,0.4742524405986751,0.5976143046671968,0.39894348402529073,0.42585363401752674,0.5301177590022736,0.4286679590647468
french,0.7539474411291538,0.4117647058823529,0.3321247909651264,0.45760933752615185,0.5037414610870038,0.4937382475167647,0.4377446291378926
finnish,0.7504990415001044,0.6262566735549834,0.5002937438004879,0.6689774765995721,0.6712115364553258,0.5325470794312737,0.7130980401594602
german,0.7658853296387915,0.3865169380903609,0.4420453648417294,0.5199529496994082,0.41979746130996415,0.6542568864347788,0.6825575036930731
greek,1.0,1.0,1.0,1.0,0.9957892554855106,1.0,0.9293891127939227
hebrew,1.0,1.0,1.0,1.0,0.951865273155302,1.0,0.975340426989739
icelandic,0.6063124362767103,0.44151389092627397,0.5112667702328317,0.7469007910928608,1.0,0.5927598033463076,0.7134386649039941
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.6744066784674883,0.34036051647291204,0.4099745887143721,0.44740020673407777,0.6622152291011697,0.6434588841607617,0.8670694387164803
swahili,0.7418363755904024,0.5181936133694811,0.5657644845814989,0.48942994454644595,0.5227241011930267,0.5319035101071546,0.5319062266963414
turkish,0.571985520411585,0.7937005259840998,0.5307099714901697,0.5912278079705494,0.5614775535284106,0.6376388134565064,0.8722877451005959
