,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.488783378562377,0.38975749519739833,0.37328855346618844,0.37345039554643034,0.3277456805297591,0.3636316485305858,0.41526321461640586
french,0.6192596340984008,0.38425862535552696,0.30286122764917905,0.3138996755323677,0.39601725364701734,0.5307222278012609,0.34329452398451954
finnish,0.4608141979638676,0.5841663453660708,0.562944373054299,0.47281704068812475,0.43884584828321876,0.6113172432678585,0.45085679392408823
german,0.588592354148842,0.46074171385321466,0.3432081654071165,0.37222644587179743,0.3852447720346746,0.49670671288060947,0.42201601770866726
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.4681233618079932,0.31032319085080784,0.482028452835046,0.6930977286178778,1.0,0.585237862152835,0.9193227152249185
russian,1.0,1.0,1.0,0.9875737796814965,0.9311499150948377,0.9560924800398464,0.9135222823753563
spanish,0.45673810414335786,0.34864070126367863,0.35249627378140136,0.7200526698549299,0.43954632570823166,0.5293365111603727,0.6147881529512643
swahili,0.4974422595437348,0.5306671136959208,0.4668532868626503,0.4995985902587319,0.5544369932703277,0.690826989046805,0.6943289857405834
turkish,0.563123940221803,0.4871223004474547,0.6095288010583972,0.7340408068222942,0.5036733640373918,0.73484990743831,0.6933612743506347
