,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.8683014690354691,1.0,1.0,0.9620795709681901
english,0.4823673869194409,0.3125,0.31690813823990244,0.41191373368868434,0.3690207628854244,0.4219590958249957,0.342568530476051
french,0.6738038695133104,0.3167432164086708,0.43184400339852635,0.3328096789431705,0.4758079097073127,0.43715344245486865,0.4247466564878102
finnish,0.6135416014460892,0.6670379658880736,0.47402123907766053,0.579110824694597,0.5133470847972986,0.6797264182005176,0.6861892818770817
german,0.7069491031921668,0.3800912561123525,0.5263632998046982,0.43729872384252,0.4715123813545288,0.6581168286116066,0.5738613752503079
greek,1.0,1.0,1.0,1.0,1.0,0.9153633647161827,0.9869162813660015
hebrew,1.0,1.0,1.0,1.0,0.9716416578630735,1.0,0.9677364094653463
icelandic,0.5150292172144346,0.5050901079719442,0.6102612222351425,0.8434326653017492,0.7389409985110068,1.0,0.8705505632961241
russian,1.0,1.0,1.0,1.0,1.0,0.9858040888842349,1.0
spanish,0.5037431661860299,0.3546452049782813,0.3875209249419191,1.0,0.6228654698077586,0.571985520411585,0.6492763461702079
swahili,0.7733136563514446,0.4524780498153063,0.4651961529386696,0.4820910316453238,0.49761687161041906,0.571237127824389,0.6770286310796261
turkish,0.8325532074018731,0.6248303841529433,0.6684570942480931,0.6026080978557137,0.7226568811456053,0.5828584303349534,0.5857839472024301
