,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,0.8125,0.6363636363636364,1.0
english,1.0,1.0,0.875,1.0,0.5
french,1.0,0.8571428571428571,1.0,1.0,0.3333333333333333
german,1.0,1.0,0.9,1.0,0.6666666666666666
russian,1.0,1.0,1.0,1.0,0.5714285714285714
