,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9984508024702474,0.9960395261563074,1.0,1.0
english,0.31316552073469306,0.2843098782358802,0.39887504428073767,0.32687740415260336,0.3044896505192732,0.32080624930763424,0.5833333333333334
french,0.30414673612454873,0.3121930165001587,0.27987868415377487,0.37368993424225266,0.38994546168560285,0.2996188181223292,0.23760776780018045
finnish,0.40670372625893364,0.37170940911504374,0.49557441652971457,0.5080242112482865,0.37712304653125106,0.5356515438674897,0.8958333333333334
german,0.3920847154528974,1.0,0.464675764504792,0.4219319909753437,0.37449335727653577,0.45034165333503745,0.498220640569395
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,0.9306048591020996
icelandic,0.6164406742448049,0.44519209670080934,0.7764928695555344,0.4385290096535146,1.0,1.0,1.0
russian,1.0,1.0,1.0,0.9714460108215038,0.9035783385297086,0.9252139889942155,0.901049035851656
spanish,0.31431542807847007,0.46176626930572773,0.3447826070374561,0.3982877625808491,0.3928004879363247,0.9799946100592892,1.0
swahili,0.4278959180705304,0.4504107772160015,0.47078353510504134,0.4417547051173873,0.5240444592053523,0.46050442728970487,0.4645843609282618
turkish,1.0,0.6770407939902349,0.5227579585747102,0.44712303630638295,0.5079788850792474,0.44552834463581387,0.6201736729460423
