,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.5,0.0,0.0,0.0,0.0,0.0,0.0
french,0.0,0.0,0.25,0.0,0.0,0.0,0.0
finnish,0.25,0.3333333333333333,0.5,0.2,0.3333333333333333,0.5,1.0
german,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.2,0.3333333333333333,0.25
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.2,0.4,0.14285714285714285,1.0,0.5,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.25,0.2,0.14285714285714285,0.3333333333333333,1.0,0.5,0.5
swahili,0.5,0.4,0.5,0.3333333333333333,0.0,0.3333333333333333,0.75
turkish,1.0,0.2,0.5,0.25,1.0,0.25,0.5
