,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.0,0.0,0.0,0.25,0.14285714285714285,0.0,0.3333333333333333
french,1.0,0.0,0.25,0.0,0.0,0.0,0.0
finnish,0.4,0.5,0.4,0.2857142857142857,0.75,0.6666666666666666,0.3333333333333333
german,0.4,0.5,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.4
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.3333333333333333,0.0,0.25,0.14285714285714285,0.25,1.0,0.6666666666666666
swahili,0.75,0.4,0.2857142857142857,0.375,0.5714285714285714,0.3333333333333333,0.4
turkish,0.5,0.4,0.6666666666666666,0.6666666666666666,0.25,0.5,1.0
