,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.38682341312435636,0.31243510291701354,0.31222855690038587,0.2823484601463053,0.27051763935768,0.30586777135731963,0.2979432756716518
french,0.40184120650821953,0.30597258919464115,0.2751762032937257,,0.2530487804878049,0.2919929440063329,0.2733672354363775
finnish,0.3338541995571395,0.35700317133494297,0.4451945621839941,0.3961251148507794,0.5735086526253635,0.5379119883491172,0.9046835805696823
german,0.34110703497499845,0.42338321295258924,0.38694440436647476,0.4213129275880168,0.358567780415331,0.44200250696437665,0.2907942638125402
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.33668184395323353,0.40049901852561365,0.36666718846296853,1.0,0.46940279403817725,0.8434326653017492,1.0
russian,1.0,1.0,0.9968149630433186,1.0,0.9361742570585777,0.9818794563480657,0.9631345000048724
spanish,0.33926316652775823,0.38740518814320524,0.29632850840836966,0.38257423460207307,1.0,0.5595813731096785,0.6201736729460423
swahili,0.4197783672565927,0.4536412263049425,0.4670993105663982,0.4478502142513428,0.4823008849557522,0.4314193751677517,0.4997092046639498
turkish,1.0,0.4250923110946791,0.4330127018922193,0.31420983445213985,1.0,0.3555974100153431,0.4605661864718383
