,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.7219998703992777,0.37977824836176477,0.27777777777777773,0.34253150582392516,0.3321352767341327,0.3927587317450953,0.3772250982635641
french,0.8185204192035708,0.366345379659779,0.3926916849593565,0.3733603632516523,0.314105007646392,0.48863240295941257,0.46220035738841
finnish,0.6421862015497586,0.4901933610501059,0.4836622348222844,0.6088148976650324,0.5007912570171275,0.49885572443096843,0.49841384458207166
german,0.6109247737416662,0.5064956841121182,0.6302940139059392,0.6423297212620689,1.0,1.0,0.5510387687779839
greek,1.0,1.0,1.0,1.0,0.9869982585257425,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,1.0,0.6529942057256104,0.8014881389731973,0.7364756974677535,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,0.7730960359921215
spanish,0.7700881187945277,0.5865744347478282,0.41456797787653415,0.6283080589773311,0.4941855192941878,1.0,1.0
swahili,0.642314342020924,0.5720542002559799,0.6144797482334586,0.48378333000250756,0.3505021099465602,0.6368392758953267,0.615735643354225
turkish,0.76472449133173,0.9467566588063488,0.5570963651533934,0.8853125037184624,1.0,0.4757186496352454,0.9601845894041878
