,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9975961445745644,0.9981429817740964,0.9949621311699057
english,0.2402453985874345,0.2851892043804104,0.27354194921529257,0.27174878533951347,0.20987654320987653,0.2934634701384616,0.4307460605446077
french,0.38826626809682796,0.3087685296612027,0.21889875894272828,0.2703954077511316,0.2850253759602282,0.2847500038221253,0.28034692795295835
finnish,0.3452332144830148,0.41913901238596263,0.47495712579649824,0.5312653134733111,0.48913209791534246,0.44585016596711635,0.48282667392407025
german,0.3557895522872505,0.4150121490477191,0.3872311361530346,0.5031546054266276,0.38572317929390887,0.5773502691896257,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.4337105390090451,0.5370182404238073,0.6123724356957946,0.39465458250899543,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,0.8644315192583023,0.9488238524602571,0.9846129375121291
spanish,0.2981461907753481,0.3228170619171743,0.4158330498063742,0.6158817620514396,1.0,0.5590169943749475,0.447213595499958
swahili,0.35284175036028936,0.5605365595164361,0.437529467943139,0.3189313591086387,0.35546177102753973,0.5711685972319249,0.5966099196513708
turkish,0.786671944177035,0.47730832437593496,1.0,0.5410017808004594,0.48683594408371905,0.493242414866094,0.5388159060803247
