,1gram,2gram,3gram,sk2gram,sk3gram
arabic,0.8,1.0,1.0,0.4,0.75
english,1.0,0.9090909090909091,0.0,1.0,0.75
french,1.0,0.8,0.6666666666666666,1.0,0.5
german,1.0,0.875,0.6666666666666666,0.8,1.0
russian,1.0,1.0,1.0,1.0,0.4
