,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,1.0,0.0,0.3333333333333333,1.0,0.75,0.7777777777777778,1.0
french,1.0,0.6666666666666666,0.5714285714285714,0.625,1.0,0.4,0.75
finnish,0.7777777777777778,1.0,1.0,0.7142857142857143,1.0,0.75,1.0
german,0.875,1.0,0.6666666666666666,0.8333333333333334,0.6,1.0,0.8333333333333334
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.75,0.75,0.6666666666666666,1.0,1.0,0.8,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.875,0.5,0.5714285714285714,0.8,0.5,1.0,0.75
swahili,1.0,1.0,1.0,0.8333333333333334,1.0,0.75,0.8333333333333334
turkish,0.6666666666666666,1.0,0.625,0.8,0.7777777777777778,1.0,1.0
