,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.75,0.0
french,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333
finnish,1.0,1.0,0.75,0.8571428571428571,1.0,0.3333333333333333,0.8333333333333334
german,0.5,0.42857142857142855,0.6,0.4,0.6,1.0,0.25
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6666666666666666,1.0,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.5,0.2,0.8,1.0,0.6666666666666666,1.0,0.3333333333333333
swahili,1.0,0.42857142857142855,0.7142857142857143,0.8,0.8,1.0,0.75
turkish,0.75,0.6666666666666666,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666
