,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,0.9311499150948377,0.9897937816869885
english,0.3240496176136758,0.363964125480388,0.3566129708199288,0.33440712507275466,0.32429491327898846,0.4578004182655925,0.24
french,0.2700979685521194,0.2552265870844941,0.36167387430698067,0.43908917067223296,0.3262929295707838,0.360158518705499,0.3349296337755766
finnish,0.5947894295101028,0.6092238869898694,0.3917310139549384,0.44043272283786405,0.7536355058675956,0.3624601243342973,0.4913359746850217
german,0.43147586735618537,0.32500880679424665,0.4026369599240953,0.33592601960639484,0.3866833848533462,0.49079185074051107,0.3772568255684419
greek,1.0,1.0,1.0,1.0,0.8220706914434901,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.42600853934295235,0.4899973050296446,0.4625235983827891,0.44500506580862076,0.5164590566089778,0.7453559924999299,0.6457160241231225
russian,1.0,1.0,1.0,1.0,0.9811828191944995,1.0,0.8624885209238657
spanish,0.39339789623472154,0.2711891540995128,0.41496736974922105,0.7368062997280773,0.46110511808750276,0.7937005259840998,0.4485145486813715
swahili,0.3684210526315789,0.38498582105407203,0.42968488872980254,0.4452828817515575,0.4756659996336546,0.5299061228363532,0.39794662518104
turkish,0.36630508366192366,0.46224084956708983,0.7142857142857143,0.6210944975647665,0.46782599955517884,0.4701102863208543,0.4469517675482838
