,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9876543209876543
english,0.31008683647302115,0.5,0.3333333333333333,0.32929218247435804,0.2390457218668787,0.5345224838248488,0.3336500780345679
french,0.34437357258733414,0.2889488901182513,0.34113101587497585,0.39371767904498217,0.3213667297759159,0.34823528327578535,0.3077105961249405
finnish,0.466518909411272,0.4248258255437773,0.34860033048922406,0.4585629952654853,0.34986137115070065,0.5374838498865699,0.3529280457299805
german,0.47079062053536014,1.0,0.4262030133613766,0.35818463472146517,0.4516459834249937,0.46575793908279883,0.5
greek,1.0,1.0,1.0,1.0,0.8651801322737532,0.8848579141499344,0.7398384585816092
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,1.0,0.28,0.43962661205406045,0.35067501300000686,0.6030226891555273,0.4873397172404481,1.0
russian,1.0,1.0,1.0,1.0,0.9844914266742599,0.9617692030835673,0.5164414911693136
spanish,0.3045046944820833,0.25742574257425743,0.43088693800637673,1.0,0.5504818825631803,0.8735804647362989,0.5291502622129182
swahili,0.43702537119564044,0.3375531905895818,0.30417269322149365,0.31863111195769184,0.3512064169650361,0.41889341265828417,0.5904549227349388
turkish,0.6058606999546629,1.0,0.380248350178622,0.4450557855787856,0.47873199521595966,0.3688427721783526,1.0
