,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.4,0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
french,0.3333333333333333,0.5,0.8333333333333334,0.75,0.3333333333333333,0.8571428571428571,0.625
finnish,0.75,0.75,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333
german,1.0,0.5,0.4,0.75,0.75,0.75,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.16666666666666666,0.5,0.3333333333333333,0.6,0.3333333333333333,0.6666666666666666,0.3333333333333333
swahili,0.6666666666666666,0.4,1.0,1.0,1.0,0.8,0.75
turkish,1.0,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.75,0.6666666666666666
