,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9920942416179405,1.0,1.0,0.7627700713964738
english,0.35856858280031806,0.1766304347826087,0.3333333333333333,0.35727147433103507,0.29349804825468,0.3286710990610897,0.2770077794449397
french,0.5640760748177662,,0.2909090909090909,0.31549091961368375,0.36347258804133803,0.38360727581165904,0.33298440536002555
finnish,0.2736989116115235,1.0,0.4166934610891674,0.5465357250000211,0.4302123694194221,0.44287260170366205,0.4721395981677521
german,,1.0,1.0,0.4370312502249195,0.4653024295510498,0.45540370313354034,0.5104531741689882
greek,1.0,1.0,1.0,0.8416254115301732,1.0,1.0,0.8399473665965821
hebrew,1.0,1.0,1.0,1.0,1.0,0.8824378103826773,1.0
icelandic,0.46575793908279883,0.6030226891555273,0.478872771148956,0.4824576858782651,0.5916079783099616,0.427287006396234,0.3911146281852735
russian,1.0,1.0,1.0,1.0,0.8104053040033466,0.9764617942130028,0.845484466215561
spanish,0.3194382824999699,0.2857142857142857,0.27725903217604503,0.4629100498862757,0.34654886430893894,0.4082199467768283,0.40387106796550337
swahili,0.38460376015677195,0.183206106870229,0.3016360133218042,0.3960973056555088,0.40200782705593063,0.3176635741674507,0.31999614792545217
turkish,0.32419498207781394,1.0,1.0,0.35788354361456914,0.5270462766947299,0.3466806371753174,0.5291502622129182
