,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.6,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.6,0.75,0.6
french,0.8571428571428571,0.0,0.6,0.8333333333333334,0.8,0.8571428571428571,0.6666666666666666
finnish,1.0,0.6,0.7142857142857143,0.6666666666666666,1.0,0.75,1.0
german,0.75,0.5,0.6,0.8333333333333334,0.6,0.75,0.5
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.75,0.5,1.0,0.75,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.625,0.5,0.75,0.6666666666666666,0.6666666666666666,0.8,0.5
swahili,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.75,0.8571428571428571,0.875,0.7142857142857143
turkish,0.75,0.6666666666666666,0.6,0.6666666666666666,0.75,0.8,0.2
