,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9066811409991332,1.0,0.9109481507562565,0.9942691050335222
english,0.3246879420580704,0.395134971194423,0.4444444444444444,0.3767452375506997,0.36051834183722337,0.2659147948472494,0.33572111548679257
french,0.4,0.3088387780286989,0.2989410027613487,0.3446277316871451,0.3885489302768435,0.43031774409348617,0.4631048744461682
finnish,0.39659223283933526,0.40214042762783286,0.406776126597433,0.47414653268939144,0.4161460275762091,0.46069315166280084,0.4756185312303723
german,0.2539771322890585,0.5830391361131078,0.4246574230288297,0.4672931667374208,0.39298202099076845,0.3951538447544008,0.5533409598501607
greek,1.0,1.0,1.0,1.0,0.8027415617602307,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,0.9454647191178356,1.0
icelandic,0.25279149285314206,0.4100476354184561,0.4919340734030985,0.5503212081491045,0.46943386770843476,0.3851713571108357,0.7937005259840998
russian,1.0,1.0,1.0,1.0,0.9671682101338347,0.8967793488492094,0.7283081310371632
spanish,0.3222040335240482,0.46571647518038106,0.3364084356979316,0.60517065180806,0.5147142492000893,0.5107539184552492,0.5773502691896257
swahili,0.6683250619582689,0.48826172621254116,0.3755865450036279,0.38964176868598455,0.6066218229646817,0.560278968347262,0.4326374600168303
turkish,0.7368062997280773,0.43748114312246444,0.4481404746557165,0.39877402047426347,0.5166788264468254,0.563123940221803,0.4552992506733477
