,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9860132971832694
english,0.2316539891550207,0.3805955610041172,0.23581145764964598,0.2857142857142857,0.27586206896551724,0.3088156324009606,0.3223370323166019
french,0.3312945782245396,0.30860669992418377,0.16666666666666669,0.2857142857142857,0.3459161706719122,0.3329466934160373,0.2944592490071568
finnish,0.49361088445115636,0.4783886718903728,0.5625,0.53125,0.3628288148597898,0.5339630005918709,0.40777714335419535
german,0.5270462766947299,0.32922538261717754,0.3650538449334694,1.0,0.5291336839893998,0.5772078366321597,0.48795003647426655
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,0.9085602964160698,1.0
icelandic,0.31065679571532856,0.6546536707079771,0.35018262078091933,0.6030226891555273,0.6069769786668839,0.6123724356957946,1.0
russian,1.0,1.0,1.0,1.0,0.9342939530859379,0.8507859470252244,0.8904071917791836
spanish,0.49236596391733095,0.2981423969999719,,0.2381268362861243,0.3695413975625505,0.36397529576070414,1.0
swahili,0.41753505371410343,0.45667114039629414,0.42857142857142855,0.2768531986853606,0.34485547303880465,0.6096811256666774,0.5443165582379773
turkish,0.5139561687500466,0.30246098895935536,0.4095238095238095,0.5064109544952349,0.5443310539518174,0.45353273825731466,0.40548013303822666
