,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.5,0.75,0.6,1.0,0.8571428571428571,1.0,0.75
french,0.4,1.0,1.0,0.8,0.7142857142857143,0.6666666666666666,0.5
finnish,0.6666666666666666,0.75,0.8,0.6666666666666666,0.7142857142857143,1.0,1.0
german,1.0,0.2,0.42857142857142855,0.625,0.875,0.5,0.6666666666666666
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,1.0,0.8333333333333334,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,1.0,0.3333333333333333,0.8333333333333334,1.0,0.6666666666666666,1.0,1.0
swahili,1.0,0.6666666666666666,1.0,0.7272727272727273,0.8181818181818182,0.875,0.8
turkish,0.8333333333333334,0.5,1.0,0.75,1.0,1.0,1.0
