,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9603960396039604,1.0,1.0,1.0
english,0.26111648393354675,0.32592500092368826,0.27504566566901156,0.33273418354427536,0.33036901575311506,0.3499514023876008,0.35267967464746575
french,0.29663437998478603,0.31675613357997523,0.30618621784789724,0.4834188953468606,0.2820991615295142,0.3096437017735025,0.34430142934759256
finnish,0.3928004879363247,0.31049807636352417,0.24875118768226523,0.5097977296881089,0.6092910119786011,0.7558465610945134,0.9333333333333333
german,0.4733508903621492,0.5773502691896257,0.43167001068522526,0.4122343173905377,0.4705180144405143,0.42685972166249814,0.37492068785758964
greek,1.0,1.0,1.0,1.0,1.0,0.8424678973745166,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5206998350661376,0.3118345161541046,0.46713797772820004,0.6403922259040489,0.3800649583668497,0.3545174406810487,0.6546536707079771
russian,1.0,1.0,1.0,0.9845286223996367,0.8873560657375263,0.8555764473751994,0.7937716255353804
spanish,0.32508619337448597,0.2682926829268293,0.3191725268112873,0.5216313215508812,0.6030226891555273,0.5169619381892026,0.5516772843673705
swahili,0.59922654175082,0.3851434023462411,0.39157800414902433,0.42083483604524885,0.3183293402319563,0.41687584604607536,0.4402201501882616
turkish,1.0,1.0,0.3944447692682871,0.6454972243679028,0.5063696835418333,0.47495712579649824,0.5345224838248488
