,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9681586255700256,1.0,0.9450703644988707
english,0.4139166731868838,0.3765712886967531,0.3038033625841873,0.4028106176449732,0.507764212238026,0.515153053792312,0.4115015220712077
french,0.37104596772395176,0.4864290074163393,0.42540771300352215,0.40363855678194005,0.4037255934582635,0.34075555232469756,0.42755447883167735
finnish,0.5052569768917269,0.38787260233407395,0.47152914512758903,0.5362369971585293,0.4747359466978956,0.7905694150420948,0.568521775665241
german,0.7652896882459744,0.3521949086152829,0.33462070531796906,0.4386462256798291,0.499061924731254,0.4531077895397653,0.5088575853446832
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5972939969153716,0.43904119486761606,0.48328194328788737,0.41358751419129847,1.0,0.6757744745078007,1.0
russian,1.0,1.0,1.0,1.0,1.0,0.8716699255734159,0.9295613335306716
spanish,0.4759613772632008,0.4267017424764699,0.35903782726569977,0.6042750794713536,0.53636255586347,0.9311499150948377,0.6971417213959833
swahili,1.0,0.4072878949223805,0.5299782771464239,0.44391970910076284,0.45056226665154603,0.5416764116830197,0.5691041419885456
turkish,0.49849684672530487,0.4710012314144844,0.6389431042462724,0.47074548867406,0.5773502691896257,0.49341361335081313,0.6000274323336918
