,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.23076923076923078,0.15384615384615385,0.09090909090909091,0.25,0.5,0.25,0.14285714285714285
french,0.09090909090909091,0.1,0.09090909090909091,0.42857142857142855,0.42857142857142855,0.25,0.16666666666666666
german,0.5,0.3076923076923077,0.5555555555555556,0.375,0.2,0.5,0.2
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
