,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.9
english,0.5555555555555556,0.2857142857142857,0.09090909090909091,0.3333333333333333,0.1,0.18181818181818182,0.5
french,0.21428571428571427,0.0,0.06666666666666667,0.3333333333333333,0.4,0.2727272727272727,0.25
german,0.2,0.23076923076923078,0.3076923076923077,0.3333333333333333,0.25,0.75,0.5
russian,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0
