,4
arabic-2g,1.0
arabic-3g,1.0
arabic-sk2g,0.9818426206747936
arabic-sk3g,0.9873589063458144
arabic-xsk2g,1.0
arabic-xsk3g,0.9960782705371698
english-2g,0.5683178643921044
english-3g,0.5744913288289271
english-sk2g,
english-sk3g,0.4498831600444215
english-xsk2g,0.6017616174632681
english-xsk3g,0.541734491669559
french-2g,0.0
french-3g,0.48272621864016063
french-sk2g,0.6196807083265168
french-sk3g,0.4885557765635679
french-xsk2g,0.5655993385608404
french-xsk3g,0.44115542623548815
finnish-2g,
finnish-3g,0.7340132730513943
finnish-sk2g,0.5687509251704584
finnish-sk3g,0.7542364074542867
finnish-xsk2g,0.7693779544820916
finnish-xsk3g,0.681414785550534
german-2g,0.6812354044075871
german-3g,0.6019264173806118
german-sk2g,0.46027717321561973
german-sk3g,0.822514145821866
german-xsk2g,0.8284271247461902
german-xsk3g,1.0
greek-2g,1.0
greek-3g,1.0
greek-sk2g,1.0
greek-sk3g,1.0
greek-xsk2g,1.0
greek-xsk3g,0.9570182794230794
hebrew-2g,1.0
hebrew-3g,1.0
hebrew-sk2g,1.0
hebrew-sk3g,1.0
hebrew-xsk2g,1.0
hebrew-xsk3g,0.9695472081883099
icelandic-2g,0.7890172024890604
icelandic-3g,0.6891731593718794
icelandic-sk2g,0.5405405405405406
icelandic-sk3g,0.8090745332365277
icelandic-xsk2g,0.9412889321832343
icelandic-xsk3g,0.8267935985434887
russian-2g,1.0
russian-3g,1.0
russian-sk2g,1.0
russian-sk3g,0.9575411514420918
russian-xsk2g,0.9969962745186045
russian-xsk3g,0.9277691263506124
spanish-2g,0.8284271247461902
spanish-3g,0.5053366501552216
spanish-sk2g,0.975888468490017
spanish-sk3g,0.8446722131695971
spanish-xsk2g,0.577272683401302
spanish-xsk3g,1.0
swahili-2g,0.5666007881980383
swahili-3g,0.7039823599319187
swahili-sk2g,0.7282839617435968
swahili-sk3g,0.5078580789037922
swahili-xsk2g,0.6222436906922699
swahili-xsk3g,0.8262788102232214
turkish-2g,1.0
turkish-3g,1.0
turkish-sk2g,0.579716168827523
turkish-sk3g,1.0
turkish-xsk2g,1.0
turkish-xsk3g,1.0
n_topics_real,23.0
purity_threshold,0.18393972058572117
