,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,0.9,1.0,0.6363636363636364,0.5714285714285714
english,1.0,1.0,1.0,0.875,0.625
french,1.0,0.6,0.8333333333333334,0.8333333333333334,0.5555555555555556
german,1.0,1.0,0.8888888888888888,0.9285714285714286,0.6666666666666666
russian,1.0,0.9285714285714286,1.0,0.9090909090909091,0.375
